Tanggal,Customer,Kota,Nama Produk,Jumlah Terjual,Harga Satuan,Total Harga,Bulan
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 10,24,8200,196800,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 30,12,18500,222000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE LEAN 7X10,12,8000,96000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE LEAN 7X15,6,11000,66000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,NAME PLATE MEIKO 8X30BB,12,17000,204000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN HOLDER 10X12,6,13000,78000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN 10X15,12,21200,254400,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER 10X12,6,12600,75600,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR BE OPEN-CLOSE RANTAI,3,30000,90000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR BE TOILET PRIA T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR BE DRLG PARKIR FOL,3,28800,86400,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR BE CCTV 20X15,3,18400,55200,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR BE BUKA-TUTUP 20X15,1,35900,35900,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC TOILET,2,13000,26000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC TEMPAT WUDHU,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC TOILET PRIA,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC TOILET WANITA,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR.D.MEROKOK/NO SMOKING,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC OFFICE/KANTOR,2,13000,26000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC KASIR,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC FREE- WIFI,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC BELL 10X15,3,11700,35100,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR AREA MEROKOK,3,13000,39000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,DILRG PARKIR DPN PNT UK.FOLIO,3,28800,86400,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR TITIK KUMPUL UK.FOLIO,3,28800,86400,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC T/D PUSH PULL [SET],6,16000,96000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACRILIC CCTV 20 X 15,9,18400,165600,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR AREA MEROKOK T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR TEMPAT WUDHU T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR MUSHOLLA T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR TAMU HRP LAPOR T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR DILRG MASUK T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR CCTV T/D,3,9000,27000,2025-07
2025-07-19,YOGYA DEPO,YOGYAKARTA,ACR DILRG MEROKOK T/D,3,9000,27000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR BE OPEN-CLOSE RANTAI,6,26000,156000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR BE BUKA-ISTIRAHAT RANTAI,6,26000,156000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,6,11500,69000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA-TUTUP+RANTAI,12,26000,312000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR. OPEN-CLOSE+RANTAI,12,26000,312000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,12,11500,138000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,6,11500,69000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,18,11500,207000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,JAGA DAN AWASI BAWAAN ANDA,3,11500,34500,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR BUANG SMPAH PD TMPT,6,11500,69000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,3,11500,34500,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],12,13500,162000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA SHOLAT+RANTAI,12,26000,312000,2025-07
2025-07-18,PADMA UTAMA JADI CV,SEMARANG,ACRILIC CCTV 20 X 15,6,14600,87600,2025-07
2025-07-18,JITU II/MASTER STATI,SEMARANG,STAND UP SIGN 10X15,6,27800,166800,2025-07
2025-07-21,ANDRE BU,SURABAYA,PENCIL CASE MOTIF TIMBUL,60,6200,372000,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC ANAK PANAH [SET],12,16300,195600,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC GESER [SET],12,16300,195600,2025-07
2025-07-21,ANDRE BU,SURABAYA,STAND UP SIGN HOLDER 10X12,24,20300,487200,2025-07
2025-07-21,ANDRE BU,SURABAYA,STAND UP SIGN 10X15,12,25700,308400,2025-07
2025-07-21,ANDRE BU,SURABAYA,STAND UP SIGN HOLDER A4,12,72700,872400,2025-07
2025-07-21,ANDRE BU,SURABAYA,BOX FILE MOTIF MUDA,12,24300,291600,2025-07
2025-07-21,ANDRE BU,SURABAYA,BOYKO D. BROSUR A6 + DECOVIL,6,25500,153000,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC NAME PLATE LEAN 7X15,6,13000,78000,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC NAME PLATE LEAN 7X30,6,21500,129000,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC NAME PLATE LEAN 7X25,6,19000,114000,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 9,6,11900,71400,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACRILIC NO RUMAH B,6,11900,71400,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACR GESER HORIZON (KANAN) T/D,6,9400,56400,2025-07
2025-07-21,ANDRE BU,SURABAYA,ACR GESER HORIZON (KIRI) T/D,6,9400,56400,2025-07
2025-07-21,ANDRE BU,SURABAYA,STAND UP SIGN HOLDER 10X12,24,20300,487200,2025-07
2025-07-21,ANDRE BU,SURABAYA,STAND UP SIGN HOLDER A4,18,72700,1308600,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACR BE TARIK DORONG,12,18500,222000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACRILIC BOYKO HIMBAUAN TOILET,12,15000,180000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACRILIC TOILET,12,15000,180000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACRILIC BUKA-TUTUP FORMAL,12,35300,423600,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,AC SELAIN KRYWN DILRG MSK,12,15000,180000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACR.D.MEROKOK/NO SMOKING,12,15000,180000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACRILIC BELL 10X15,12,13600,163200,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACR. DILARANG MEMOTRET,12,13600,163200,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACRILIC T/D PUSH PULL [SET],12,18500,222000,2025-07
2025-07-21,JAMESSON SUNTER,JAKARTA UTARA,ACR L/G BUKA-TUTUP +RANTAI,12,24000,288000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC TOILET,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACR. JAGALAH KEBERSIHAN,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC BUKA-TUTUP FORMAL,3,36500,109500,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC RUANG TUNGGU,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC RUANG KOMPUTER,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,AC SELAIN KRYWN DILRG MSK,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACR.ALAS KAKI HRP DILEPAS,3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC BELL 10X15,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,DILRG PARKIR DPN PNT UK.FOLIO,2,35800,71600,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACR PARKING AREA UK.FOLIO,3,35800,107400,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC TOILET (KANAN),3,15700,47100,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC T/D PUSH PULL [SET],3,19000,57000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC CCTV 20 X 15,3,22300,66900,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRYLIC TOILET 20X15,3,22300,66900,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC NO RUMAH 1,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC NO RUMAH 5,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC NO RUMAH 6,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACRILIC NO RUMAH 7,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,DILRG BUANG SMPH TOILET 10X15,3,14000,42000,2025-07
2025-07-21,JUMBO JAMESON PRATAM,BANTEN,ACR GESER HORIZON (KANAN) T/D,3,10700,32100,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACR BE BUKA-TUTUP RANTAI,3,35300,105900,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACR BE TARIK DORONG,10,18500,185000,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACRILIC ANAK PANAH [SET],3,18500,55500,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACRILIC ARAH KIBLAT,6,15000,90000,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACRILIC FREE- WIFI,3,15000,45000,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACRYLIC DILARANG MEROKOK 10X15,3,13600,40800,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,DILRG BUANG SMPH TOILET 10X15,3,13600,40800,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACR MATIKAN KERAN AIR 10X15,2,13600,27200,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,ACR DILRG MEROKOK T/D,3,10500,31500,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,STAND UP SIGN HOLDER A5,6,44700,268200,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,STAND UP SIGN HOLDER F4,6,83500,501000,2025-07
2025-07-25,"ANEKA,JEPARA**",JEPARA,STAND UP SIGN HOLDER A4,6,83500,501000,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,ACRILIC GESER [SET],6,18500,111000,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,ACRILIC BUKA-TUTUP FORMAL,6,35300,211800,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,ACRILIC NAME PLATE B/B 7 X 30,6,37500,225000,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,STAND UP SIGN HOLDER A5,6,44700,268200,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,STAND UP SIGN HOLDER F4,6,83500,501000,2025-07
2025-07-25,ANUGRAH BARU**,JEPARA,LEAN SIGN HOLDER A5,6,41800,250800,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,BOXFILE LACI COKLAT PESANAN,20,23300,466000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR BE CCTV 20X15,22,14600,321200,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,9,11500,103500,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,18,11500,207000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,8,26000,208000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET PRIA,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET WANITA,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,34,11500,391000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC FREE- WIFI,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR BUANG SMPAH PD TMPT,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],22,13500,297000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR PESANAN 9X25,15,11500,172500,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR ARAH KIBLAT (KIRI) T/D,12,7500,90000,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACR PESANAN 9X25,15,16300,244500,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 10,24,10500,252000,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE B/B 7X10,24,13400,321600,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE B/B 7X20,24,24000,576000,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE B/B 7 X 30,24,32200,772800,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7  X 25,24,21800,523200,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE  7 X 25 B/B,18,26700,480600,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE LEAN 7X30,24,20800,499200,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE LEAN 6X25,12,17700,212400,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,STAND UP SIGN HOLDER A5,30,38200,1146000,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,LEAN SIGN HOLDER A5,24,35700,856800,2025-07
2025-07-21,YOGYA DEPO,YOGYAKARTA,LEAN SIGN HOLDER 10X12,30,17700,531000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA-TUTUP+RANTAI,10,26000,260000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR. OPEN-CLOSE+RANTAI,10,26000,260000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,6,11500,69000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,1,11500,11500,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,7,11500,80500,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,10,11500,115000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,2,26000,52000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,6,11500,69000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,DILRG PARKIR DPN PNT UK.FOLIO,6,26800,160800,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],6,13500,81000,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACRILIC CCTV 20 X 15,6,14600,87600,2025-07
2025-07-19,PADMA UTAMA JADI CV,SEMARANG,ACR PESANAN 20X15,24,14600,350400,2025-07
2025-07-21,CASH (TOKO PEDIA),,ACR BE NO SMOKING T/D,4,23000,92000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,BOYKO DISPLAY BROSUR MDF A6,12,23400,280800,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,BOYKO D.BROSUR ACR A6 2SUSUN,6,57000,342000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC TOILET,4,15000,60000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR BUKA-TUTUP+RANTAI,6,35300,211800,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR. JAGALAH KEBERSIHAN,8,15000,120000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC BUKA-TUTUP FORMAL,3,35300,105900,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC ARAH KIBLAT,3,15000,45000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR.ALAS KAKI HRP DILEPAS,3,15000,45000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC TOILET PRIA,3,15000,45000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC TOILET WANITA,3,15000,45000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR.D.MEROKOK/NO SMOKING,6,15000,90000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC T/D PUSH PULL [SET],12,18500,222000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR BUKA SHOLAT+RANTAI,3,35300,105900,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC CCTV 20 X 15,8,21700,173600,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACR L/G BUKA-TUTUP +RANTAI,6,24000,144000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7 X 10,36,12000,432000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7 X 15,12,17000,204000,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7X20,24,20800,499200,2025-07
2025-07-23,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7  X 25,12,25500,306000,2025-07
2025-07-21,ANNIDA $,SEMARANG,STAND UP SIGN HOLDER A5,102,43000,4386000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,23,11500,264500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA-TUTUP+RANTAI,20,26000,520000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR. OPEN-CLOSE+RANTAI,20,26000,520000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,17,11500,195500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC GESER [SET],20,13500,270000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,19,11500,218500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC ARAH KIBLAT,25,11500,287500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,19,11500,218500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,10,11500,115000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,20,26000,520000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET PRIA,19,11500,218500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET WANITA,20,11500,230000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,23,11500,264500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC MUSHOLA [FORMAL],3,11500,34500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC FREE- WIFI,19,11500,218500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR BUANG SMPAH PD TMPT,20,11500,230000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,3,11500,34500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],20,13500,270000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC CCTV 20 X 15,13,14600,189800,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET PRIA T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET WANITA T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR GESER HORIZON (KANAN) T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR GESER HORIZON (KIRI) T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACR DILRG MEROKOK T/D,3,7500,22500,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 10,6,8200,49200,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE B/B 7X10,6,9000,54000,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN 10X15,6,21200,127200,2025-07
2025-07-21,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER A5,12,24500,294000,2025-07
2025-07-23,DASCO SWALAYAN,CIREBON,ACR PESANAN 9X25,5,20300,101500,2025-07
2025-07-23,DASCO SWALAYAN,CIREBON,ACR PESANAN 20X15,8,28800,230400,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR.RUANG BEBAS ASAP ROKOK,3,15000,45000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC KLS I,5,15000,75000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC KLS II,3,15000,45000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC KLS III,4,15000,60000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC KLS V,6,15000,90000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR.ALAS KAKI HRP DILEPAS,5,15000,75000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC LADIES/WANITA 10X15,5,13600,68000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC GENT/PRIA 10X15,4,13600,54400,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC MUSHOLA,6,15000,90000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC BELL 10X15,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR. DILARANG MEMOTRET,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR. TEMPAT WUDHU WANITA,3,15000,45000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC CCTV 20 X 15,6,21700,130200,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR L/G BUKA-TUTUP +RANTAI,6,24000,144000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 0,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 1,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 2,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 3,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 4,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 5,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 6,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 7,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 8,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACRILIC NO RUMAH 9,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,DILRG BUANG SMPH TOILET 10X15,3,13600,40800,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR KASIR T/D,6,10500,63000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR BATAS SUCI T/D,6,10500,63000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR MUSHOLLA T/D,6,10500,63000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR DILRG MASUK T/D,6,10500,63000,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,STAND UP SIGN 10X15,12,27800,333600,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,ACR NOMER MEJA ALAS SEGITIGA,18,8383,150894,2025-07
2025-07-23,"MARPEN, TK",KAB. MAJALENGKA,LEAN SIGN HOLDER 11X21,12,31500,378000,2025-07
